╔══════════════════════════════════════════════════════════════════════════════╗
║ 🌍 Google Maps Scraper                                                       ║
║ ⭐ If you find this project useful, please star it on GitHub: https://github ║
║ .com/gosom/google-maps-scraper                                               ║
║ 💖 Consider sponsoring to support development: https://github.com/sponsors/g ║
{"level":"info","component":"scrapemate","job":"Job{ID: b4124f27-b4d6-4795-893d-2c8b4a66b5be, Method: GET, URL: https://www.google.com/maps/place/Alert+Plumbing,+Inc./data=!4m7!3m6!1s0x808fcdd5e259363b:0xca14429df8ad057f!8m2!3d37.3874189!4d-121.858188!16s%2Fg%2F11btwsf100!19sChIJOzZZ4tXNj4ARfwWt-J1CFMo?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":570.115,"time":"2026-07-21T06:29:00.455893Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: e894b66e-f329-4c9a-ba07-7ddd79dfc6b1, Method: GET, URL: https://www.google.com/maps/place/United+HVAC,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x808fcbe754cf6eb9:0x791ae0854c473ba6!8m2!3d37.3855931!4d-121.9385377!16s%2Fg%2F11w8sylz3p!19sChIJuW7PVOfLj4ARpjtHTIXgGnk?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":616.061,"time":"2026-07-21T06:29:01.072006Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: fac4e639-c5b1-4659-b379-0cd84f4b177d, Method: GET, URL: https://www.google.com/maps/place/Plumber+San+Jose/data=!4m7!3m6!1s0x808fcda27a77b35b:0x33ba76cf7cb32ddc!8m2!3d37.3594456!4d-121.8932163!16s%2Fg%2F11s22x1517!19sChIJW7N3eqLNj4AR3C2zfM92ujM?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":547.947,"time":"2026-07-21T06:29:01.620002Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: ee4f7ff9-9bcc-47dc-b075-dfad237e0c8a, Method: GET, URL: https://www.google.com/maps/place/Legacy+Plumbing+%26+Rooter,+Inc./data=!4m7!3m6!1s0x2fd449efd5c90cdd:0x7605690ba64cf7ef!8m2!3d37.300909!4d-121.8796179!16s%2Fg%2F11qg466lj7!19sChIJ3QzJ1e9J1C8R7_dMpgtpBXY?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":547.299,"time":"2026-07-21T06:29:02.167406Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 64e95571-54a0-4a3f-9b2d-a23be046462d, Method: GET, URL: https://www.google.com/maps/place/ARS%2F+Rescue+Rooter/data=!4m7!3m6!1s0x808fcbfdec98adc7:0xdd439f29bcbc600!8m2!3d37.390401!4d-121.909168!16s%2Fg%2F1260181nk!19sChIJx62Y7P3Lj4ARAMbLm_I51A0?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":637.075,"time":"2026-07-21T06:29:02.804853Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: ad9a5c61-7049-424d-a31e-a9bd70202086, Method: GET, URL: https://www.google.com/maps/place/Cupertino+Plumbing/data=!4m7!3m6!1s0x808e350400dc04bf:0x7e26a77f6e4ee3cb!8m2!3d37.2858825!4d-121.941156!16s%2Fg%2F1vsprq_1!19sChIJvwTcAAQ1joARy-NObn-nJn4?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":540.972,"time":"2026-07-21T06:29:03.345934Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 266ccfda-129a-4df0-b888-494b02d6a5fd, Method: GET, URL: https://www.google.com/maps/place/United+HVAC+%26+Plumbing/data=!4m7!3m6!1s0xa2817c58b05d6e07:0x11dc09f55a96c2b8!8m2!3d37.3659409!4d-121.9062856!16s%2Fg%2F11x2qd6vpv!19sChIJB25dsFh8gaIRuMKWWvUJ3BE?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":576.449,"time":"2026-07-21T06:29:03.922444Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: a2b61c29-1425-472d-9359-2380cb46eaa3, Method: GET, URL: https://www.google.com/maps/place/Fuse+HVAC,+Refrigeration,+Electrical+%26+Plumbing/data=!4m7!3m6!1s0x808e35d8e91b6e09:0x96ef0c6b21efcaf7!8m2!3d37.3622639!4d-121.9523819!16s%2Fg%2F11gk2yd0tp!19sChIJCW4b6dg1joAR98rvIWsM75Y?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":562.562,"time":"2026-07-21T06:29:04.485055Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: f2cde6fa-fce1-44d6-8691-27e16d25767f, Method: GET, URL: https://www.google.com/maps/place/Standard+Plumbing+Supply/data=!4m7!3m6!1s0x808fcba0d33a4425:0xb92e4e54745b9636!8m2!3d37.3662068!4d-121.94412!16s%2Fg%2F1tfcz11p!19sChIJJUQ606DLj4ARNpZbdFROLrk?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":554.818,"time":"2026-07-21T06:29:05.039954Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 7851bcc3-5ad8-4816-970d-41732cf1abea, Method: GET, URL: https://www.google.com/maps/place/Drain+%26+Plumbing+Solutions+Llc/data=!4m7!3m6!1s0x8dcb44f7265c24b1:0xc858d727abbbe130!8m2!3d37.3052787!4d-121.9646435!16s%2Fg%2F11q58fnf05!19sChIJsSRcJvdEy40RMOG7qyfXWMg?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":559.468,"time":"2026-07-21T06:29:05.599488Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: de666b1a-b6d8-45ea-b99d-539a0613e37b, Method: GET, URL: https://www.google.com/maps/place/Nelson+Plumbing/data=!4m7!3m6!1s0x808fca358913657d:0x8ea04583f06db6c1!8m2!3d37.3594897!4d-121.9511569!16s%2Fg%2F1tk_jyzx!19sChIJfWUTiTXKj4ARwbZt8INFoI4?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":652.88,"time":"2026-07-21T06:29:06.252435Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 4b33fc51-f367-4dd9-bb1a-b9f612445154, Method: GET, URL: https://www.google.com/maps/place/CMS+Plumbing/data=!4m7!3m6!1s0x808e34e469a55555:0x16ae6afb20e303e7!8m2!3d37.279191!4d-121.9403368!16s%2Fg%2F11g8v4v249!19sChIJVVWlaeQ0joAR5wPjIPtqrhY?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":593.142,"time":"2026-07-21T06:29:06.845677Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 1ab51687-7056-446a-b789-8708183f6ef9, Method: GET, URL: https://www.google.com/maps/place/Miracle+Plumbing+Inc./data=!4m7!3m6!1s0x808e346ab611a835:0x95da2f01502377c7!8m2!3d37.2593345!4d-121.93013!16s%2Fg%2F11fy_qx6jt!19sChIJNagRtmo0joARx3cjUAEv2pU?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":578.802,"time":"2026-07-21T06:29:07.424533Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: bc22f610-bf90-4922-9918-c89c905060f8, Method: GET, URL: https://www.google.com/maps/place/CK+Plumbing/data=!4m7!3m6!1s0x808e33275f255555:0x21f6ff867b557a62!8m2!3d37.3165595!4d-121.8563945!16s%2Fg%2F11gfgwddg9!19sChIJVVUlXyczjoARYnpVe4b_9iE?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":551.438,"time":"2026-07-21T06:29:07.976024Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 50023140-d06f-44a7-ac87-a056e56e118c, Method: GET, URL: https://www.google.com/maps/place/AB-JDD+Plumbing+%26+Heating/data=!4m7!3m6!1s0x808fcd68dc1c2379:0x691f46be1d373322!8m2!3d37.3627981!4d-121.824552!16s%2Fg%2F1tfddq4t!19sChIJeSMc3GjNj4ARIjM3Hb5GH2k?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":567.039,"time":"2026-07-21T06:29:08.543202Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 8dc73b93-906a-40b6-bd31-26d5a25b5199, Method: GET, URL: https://www.google.com/maps/place/Thanh+plumbing/data=!4m7!3m6!1s0x808e33dec7efe315:0x972d059982e60b6b!8m2!3d37.3173187!4d-121.859685!16s%2Fg%2F11jmyw1vtl!19sChIJFePvx94zjoARawvmgpkFLZc?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":533.547,"time":"2026-07-21T06:29:09.0768Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: b236a034-8088-48bb-920a-582f0bc515c0, Method: GET, URL: https://www.google.com/maps/place/Superior+Plumbing/data=!4m7!3m6!1s0x808e20dbd834cc9d:0x6842aca699a32465!8m2!3d37.3095997!4d-122.011725!16s%2Fg%2F1tm1qpwz!19sChIJncw02NsgjoARZSSjmaasQmg?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":558.094,"time":"2026-07-21T06:29:09.634952Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: a99b0593-c868-45f4-ad12-e947f29a421e, Method: GET, URL: https://www.google.com/maps/place/Pure+Plumbing+Solutions/data=!4m7!3m6!1s0x808e355fbdcd4279:0xe518d7a446f1125!8m2!3d37.2789729!4d-121.939108!16s%2Fg%2F11h6sbjckn!19sChIJeULNvV81joARJRFvRHqNUQ4?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":582.184,"time":"2026-07-21T06:29:10.217191Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: c637954c-6b94-46bc-baed-c9c6d78fb597, Method: GET, URL: https://www.google.com/maps/place/W+L+Hickey+Sons+Inc/data=!4m7!3m6!1s0x808fb616e801ee81:0x847991170d4075d9!8m2!3d37.38301!4d-121.9081083!16s%2Fg%2F1v8gc8cb!19sChIJge4B6Ba2j4AR2XVADReReYQ?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":540.791,"time":"2026-07-21T06:29:10.75804Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: f1c3ef49-fad8-4ed3-bab5-e35fc0f93750, Method: GET, URL: https://www.google.com/maps/place/AquaTek+Plumbing+Inc./data=!4m7!3m6!1s0x808e333e25df69b7:0x353866ce1550c9d1!8m2!3d37.3615051!4d-121.9020618!16s%2Fg%2F1tf1p1z5!19sChIJt2nfJT4zjoAR0clQFc5mODU?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":548.496,"time":"2026-07-21T06:29:11.306599Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: dd6635f7-9091-4a55-8264-fd24bf80fcd1, Method: GET, URL: https://www.google.com/maps/place/Flow+Plumbing+%26+Remodeling/data=!4m7!3m6!1s0x808fc96913ba3305:0x21f17a2ed4e0f888!8m2!3d37.3983207!4d-121.9836702!16s%2Fg%2F11z0x4fsfr!19sChIJBTO6E2nJj4ARiPjg1C568SE?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":625.322,"time":"2026-07-21T06:29:11.932026Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: ec9ee8ad-9038-4623-9a98-e3fc8b2726ad, Method: GET, URL: https://www.google.com/maps/place/TRIO+Heating,+Air+%26+Plumbing/data=!4m7!3m6!1s0x808587a82fd00001:0x67eb10e11e5136a7!8m2!3d37.3624426!4d-121.9046975!16s%2Fg%2F11gh0f4mp9!19sChIJAQDQL6iHhYARpzZRHuEQ62c?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":610.841,"time":"2026-07-21T06:29:12.543238Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 5b098468-d14b-4f4b-8010-3c244461a573, Method: GET, URL: https://www.google.com/maps/place/Rooter+Solutions+Plumbers/data=!4m7!3m6!1s0x808fcb1c86033f85:0x410503cb0bacc52c!8m2!3d37.377289!4d-121.9052006!16s%2Fg%2F11l1c9_w1n!19sChIJhT8DhhzLj4ARLMWsC8sDBUE?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":544.491,"time":"2026-07-21T06:29:13.087776Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: a91cc522-eff2-4da3-8edf-23097644664b, Method: GET, URL: https://www.google.com/maps/place/Local+Rooter+and+Plumbing/data=!4m7!3m6!1s0x808e32b10a6fd81d:0xea742aca7cc4be97!8m2!3d37.3240826!4d-121.8456529!16s%2Fg%2F11bxftyqhb!19sChIJHdhvCrEyjoARl77EfMoqdOo?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":563.722,"time":"2026-07-21T06:29:13.651543Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: a79ec8af-5b85-4549-91ad-18db90613b65, Method: GET, URL: https://www.google.com/maps/place/KDS+Plumbing+Inc/data=!4m7!3m6!1s0x808fcc01d57861d7:0xf6a8afb718e2841d!8m2!3d37.394744!4d-121.8986214!16s%2Fg%2F1thsrmfb!19sChIJ12F41QHMj4ARHYTiGLevqPY?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":572.554,"time":"2026-07-21T06:29:14.22415Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 26c1d9b1-5b19-47a8-bee8-3d11a229181b, Method: GET, URL: https://www.google.com/maps/place/Water+Heaters+Only,+Inc/data=!4m7!3m6!1s0x808fcc8a70a7080d:0x4497ae6570e91ff!8m2!3d37.3699888!4d-121.9090728!16s%2Fg%2F1tf2y0rm!19sChIJDQincIrMj4AR_5EOV-Z6SQQ?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":566.515,"time":"2026-07-21T06:29:14.790755Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: d3bb9090-0932-43d9-8305-a66aa43700a2, Method: GET, URL: https://www.google.com/maps/place/JB+Rooter+and+Plumbing+Inc/data=!4m7!3m6!1s0x212d28529e82f12d:0xde3e6539f06cf3f6!8m2!3d37.3343602!4d-121.79836!16s%2Fg%2F11tfd86cqy!19sChIJLfGCnlIoLSER9vNs8DllPt4?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":557.182,"time":"2026-07-21T06:29:15.348013Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 50813755-bf21-4886-8cb3-bab54c305cef, Method: GET, URL: https://www.google.com/maps/place/San+Jose+Drain+and+Main/data=!4m7!3m6!1s0xad51097031f30579:0x43c541026ea2ff5e!8m2!3d37.3389025!4d-121.929186!16s%2Fg%2F11swc6cqq4!19sChIJeQXzMXAJUa0RXv-ibgJBxUM?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":556.93,"time":"2026-07-21T06:29:15.904992Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 13bad8fd-028d-400d-ba60-5a6b7313fc1c, Method: GET, URL: https://www.google.com/maps/place/Artisans+Plumbing,+Inc./data=!4m7!3m6!1s0x808fcdd8c006a3ad:0x54c40df8feb5a92c!8m2!3d37.3558671!4d-121.8528245!16s%2Fg%2F11rb9n30z5!19sChIJraMGwNjNj4ARLKm1_vgNxFQ?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":539.126,"time":"2026-07-21T06:29:16.444168Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 1f42e23f-ced2-4578-ae50-b854b17f89aa, Method: GET, URL: https://www.google.com/maps/place/Plumbing+Tech+inc./data=!4m7!3m6!1s0x808e33ab3401fc7d:0xae8fbeeba6fa5328!8m2!3d37.364912!4d-121.8675224!16s%2Fg%2F11h5wq54hg!19sChIJffwBNKszjoARKFP6puu-j64?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":569.511,"time":"2026-07-21T06:29:17.01374Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 1a9a4122-484b-4f01-bf6d-a7429115810d, Method: GET, URL: https://www.google.com/maps/place/Gladiator+Repipe+%26+Plumbing+San+Jose/data=!4m7!3m6!1s0x808e324af6595d75:0x79053809cef78a89!8m2!3d37.2759792!4d-121.8526961!16s%2Fg%2F11b6hw_rj3!19sChIJdV1Z9koyjoARiYr3zgk4BXk?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":558.188,"time":"2026-07-21T06:29:17.571985Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: f801f3bc-eb2c-4690-b1b0-f4e2f65718b9, Method: GET, URL: https://www.google.com/maps/place/24%2F7+Plumber+-+Shark+Plumbing+Services/data=!4m7!3m6!1s0x808e33b63bbf0d17:0x7215fa4e050c745f!8m2!3d37.3654029!4d-121.8270919!16s%2Fg%2F11kbmxsnnr!19sChIJFw2_O7YzjoARX3QMBU76FXI?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":586.736,"time":"2026-07-21T06:29:18.158776Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: e72d7643-c0b3-4527-a0d3-0d410aa8ec7c, Method: GET, URL: https://www.google.com/maps/place/Superior+Plumbing+%26+Drain+Cleaning+Services+-+San+Jose/data=!4m7!3m6!1s0x808e33b2d55abfa9:0x694f2b49fc7cdcb0!8m2!3d37.315876!4d-121.8323624!16s%2Fg%2F11yggpymnv!19sChIJqb9a1bIzjoARsNx8_EkrT2k?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":542.966,"time":"2026-07-21T06:29:18.701791Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: b2a0334b-acd1-41aa-b95d-731bd6fd35b3, Method: GET, URL: https://www.google.com/maps/place/Street+Plumbing+%26+Rooter/data=!4m7!3m6!1s0x808fcbba735c3de3:0xde986f5f92e1218e!8m2!3d37.3577149!4d-121.9356006!16s%2Fg%2F1wzt2m1h!19sChIJ4z1cc7rLj4ARjiHhkl9vmN4?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":564.302,"time":"2026-07-21T06:29:19.266142Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 4cf3dbb0-99e5-4653-a999-1cf04902b680, Method: GET, URL: https://www.google.com/maps/place/Ever+Plumbing+Underground+LLC/data=!4m7!3m6!1s0xabef8e5974cbb58f:0xdaf74ad8e681b3b!8m2!3d37.2961565!4d-121.815771!16s%2Fg%2F11swr5twpl!19sChIJj7XLdFmO76sROxtojq10rw0?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":537.505,"time":"2026-07-21T06:29:19.803761Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 64ecac01-80b2-43ec-8988-98a299bbf78a, Method: GET, URL: https://www.google.com/maps/place/WHCI+Plumbing+Supply+Co/data=!4m7!3m6!1s0x808fcbfa71824915:0x920a9282fabc21a9!8m2!3d37.3229741!4d-121.9308671!16s%2Fg%2F11vsw24h20!19sChIJFUmCcfrLj4ARqSG8-oKSCpI?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":514.939,"time":"2026-07-21T06:29:20.318816Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 8d63b0c5-4a0f-44a2-b7ac-8802ffb64dce, Method: GET, URL: https://www.google.com/maps/place/Jose%27s+Plumbing+and+Rooter+Inc/data=!4m7!3m6!1s0x6fc1e1ad7603bcf3:0x560803e6645403e8!8m2!3d37.4276704!4d-121.938503!16s%2Fg%2F11vq2_r6m0!19sChIJ87wDdq3hwW8R6ANUZOYDCFY?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":564.792,"time":"2026-07-21T06:29:20.883648Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 1fcf90d9-8783-478f-93e8-4e1ab19a509d, Method: GET, URL: https://www.google.com/maps/place/Tankless+Pro/data=!4m7!3m6!1s0x68333dc81be59fc5:0x59c70824290d5e0c!8m2!3d37.382589!4d-121.9694397!16s%2Fg%2F11nx2vl4pf!19sChIJxZ_lG8g9M2gRDF4NKSQIx1k?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":541.291,"time":"2026-07-21T06:29:21.425Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 47a2dba1-1ecb-4646-9b43-1ac31859ee37, Method: GET, URL: https://www.google.com/maps/place/Drain+Doctor/data=!4m7!3m6!1s0x808fbf5574482313:0xf6890883c3177cbd!8m2!3d37.3659483!4d-121.8937482!16s%2Fg%2F11ckx_rdh1!19sChIJEyNIdFW_j4ARvXwXw4MIifY?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":546.859,"time":"2026-07-21T06:29:21.97197Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 3640faeb-4db2-48ba-a57f-b2aa644aecf9, Method: GET, URL: https://www.google.com/maps/place/Knockout+Plumbing+%26+Repipe+Inc./data=!4m7!3m6!1s0x808fcb8f1f0d1527:0xd20f0005b1f92341!8m2!3d37.2848929!4d-121.942656!16s%2Fg%2F11sx6w1zdx!19sChIJJxUNH4_Lj4ARQSP5sQUAD9I?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":540.818,"time":"2026-07-21T06:29:22.512849Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: fc385c37-311b-4f0a-9b17-b13c7726d31a, Method: GET, URL: https://www.google.com/maps/place/Rough+Plumbing/data=!4m7!3m6!1s0x808fcc09ef874a49:0x822a8e3bbfa03374!8m2!3d37.3799607!4d-121.9011286!16s%2Fg%2F11g6xrcrfc!19sChIJSUqH7wnMj4ARdDOgvzuOKoI?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":533.647,"time":"2026-07-21T06:29:23.046562Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: b7c5defd-b0fc-4ae3-9ccb-f359ed6349b6, Method: GET, URL: https://www.google.com/maps/place/Bay+Area+Plumbing,+Rooter+%26+Services/data=!4m7!3m6!1s0x808e336044bd7c79:0x6296acb48dce0b6a!8m2!3d37.3159721!4d-121.832933!16s%2Fg%2F11j24vhsd0!19sChIJeXy9RGAzjoARagvOjbSslmI?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":550.901,"time":"2026-07-21T06:29:23.597578Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 4b63cc38-876d-4669-a52a-a129ceb1f895, Method: GET, URL: https://www.google.com/maps/place/Burr+Plumbing+%26+Pumping/data=!4m7!3m6!1s0x808e333f81b5155d:0xddfc000ca0939dfa!8m2!3d37.3062173!4d-121.8788113!16s%2Fg%2F1ty74h9w!19sChIJXRW1gT8zjoAR-p2ToAwA_N0?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":551.729,"time":"2026-07-21T06:29:24.149356Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: b11294d9-e2f0-4429-8621-da02da65aa6f, Method: GET, URL: https://www.google.com/maps/place/SWAGS+Plumbing+and+Rooter/data=!4m7!3m6!1s0xaa19c54668f17c79:0x9f455855811b5b52!8m2!3d37.272477!4d-121.871191!16s%2Fg%2F11p0b29yx_!19sChIJeXzxaEbFGaoRUlsbgVVYRZ8?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":579.708,"time":"2026-07-21T06:29:24.729152Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 600eb770-8963-4ce0-adb5-d61f42c2af7d, Method: GET, URL: https://www.google.com/maps/place/Falcone+Plumbing+%26+Heating,+Inc./data=!4m7!3m6!1s0x808fcb5386e5ba25:0xba29bd3e883b49f2!8m2!3d37.317478!4d-121.9077003!16s%2Fg%2F11ww6gkn2w!19sChIJJbrlhlPLj4AR8kk7iD69Kbo?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":524.581,"time":"2026-07-21T06:29:25.253788Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 85271459-ca0b-4f27-aa08-ef3ebce6bf89, Method: GET, URL: https://www.google.com/maps/place/Vivid+Plumbing/data=!4m7!3m6!1s0x808fcbda439ee5d3:0x10049f972841c567!8m2!3d38.6062554!4d-121.2710736!16s%2Fg%2F11jll1ls6m!19sChIJ0-WeQ9rLj4ARZ8VBKJefBBA?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":552.393,"time":"2026-07-21T06:29:25.806229Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 1d70570b-7ece-4999-ba1d-7798afc7fdfe, Method: GET, URL: https://www.google.com/maps/place/Simply+Drain+Cleaning+%26+Plumbing+inc/data=!4m7!3m6!1s0xa4854a1592e9733f:0x5ac464e2a6e0c718!8m2!3d36.3394574!4d-120.992415!16s%2Fg%2F11yy341yqg!19sChIJP3PpkhVKhaQRGMfgpuJkxFo?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":537.461,"time":"2026-07-21T06:29:26.343736Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 2d5a7a3a-7f24-4f56-88f4-d36238234cb9, Method: GET, URL: https://www.google.com/maps/place/CPI+Service,+Plumbing,+Heating+%26+Cooling/data=!4m7!3m6!1s0x808e33da78c2aa95:0x40b48a9e34f273bd!8m2!3d37.2931452!4d-121.844958!16s%2Fg%2F11v459zcct!19sChIJlarCeNozjoARvXPyNJ6KtEA?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":552.451,"time":"2026-07-21T06:29:26.896258Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 68bf5c40-9881-4860-91e3-2711e53b3e92, Method: GET, URL: https://www.google.com/maps/place/Benavente+Plumbing/data=!4m7!3m6!1s0x808fcd20aa17d9b9:0xcaf2eecf08c299d1!8m2!3d37.362712!4d-121.8981775!16s%2Fg%2F1tjdrksp!19sChIJudkXqiDNj4AR0ZnCCM_u8so?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":533.175,"time":"2026-07-21T06:29:27.429477Z","message":"job finished"}
{"level":"info","component":"scrapemate","job":"Job{ID: 175af231-7bdb-45cd-9ad4-dd11625e4b36, Method: GET, URL: https://www.google.com/maps/place/Bueno+Plumbing+and+Rooter/data=!4m7!3m6!1s0xa40eba96b620c451:0x4280cdd553a83931!8m2!3d37.3753098!4d-121.8593937!16s%2Fg%2F11njxyxtlp!19sChIJUcQgtpa6DqQRMTmoU9XNgEI?authuser=0&hl=en&rclk=1, UrlParams: map[hl:en]}","status":"success","duration":524.119,"time":"2026-07-21T06:29:27.953654Z","message":"job finished"}
